281.6590, 0.09, 4.18, 0.10, 4.21, -0.00, 0.07, 0.08, 3.87, 0.00, 0.00, 0.69, 0.04, 0.63, 3.74, 1.41, 0.04, 2.2631, 2.3552, -0.0000, nan, 0.0000, 0.1623, 13.9100, 0.3602, 0
284.4210, 0.09, 4.19, 0.10, 4.25, -0.00, 0.09, 0.08, 3.77, 0.00, 0.00, 0.68, 0.04, 0.63, 3.81, 1.44, 0.06, 2.3049, 2.3809, -0.0000, nan, 0.0000, 0.1390, 14.1626, 0.5135, 0
287.1840, 0.09, 4.22, 0.10, 4.21, -0.00, 0.05, 0.08, 3.84, 0.00, 0.00, 0.69, 0.08, 0.63, 3.75, 1.42, 0.07, 2.3293, 2.3594, -0.0000, nan, 0.0000, 0.3418, 13.9470, 0.5440, 0
289.9450, 0.09, 4.18, 0.10, 4.18, -0.00, 0.06, 0.08, 3.89, 0.00, 0.03, 0.70, 0.05, 0.63, 3.81, 1.44, 0.07, 2.2834, 2.3401, -0.0000, nan, 0.0000, 0.1878, 14.1717, 0.5594, 0
292.7080, 0.09, 4.20, 0.10, 4.17, -0.00, 0.07, 0.08, 3.90, 0.00, 0.03, 0.68, 0.06, 0.63, 3.80, 1.46, 0.04, 2.2857, 2.3352, -0.0000, nan, 0.0008, 0.2438, 14.1351, 0.3555, 0
295.4700, 0.09, 4.17, 0.10, 4.12, -0.00, 0.07, 0.08, 3.87, 0.00, 0.01, 0.69, 0.09, 0.63, 3.75, 1.49, 0.09, 2.2724, 2.3060, -0.0000, nan, 0.0002, 0.3688, 13.9400, 0.7475, 0
298.2310, 0.09, 4.14, 0.10, 4.15, -0.00, 0.07, 0.08, 3.82, 0.00, 0.00, 0.70, 0.12, 0.63, 3.76, 1.52, 0.05, 2.2316, 2.3267, -0.0000, nan, 0.0000, 0.5016, 13.9842, 0.4103, 0
300.9940, 0.09, 4.19, 0.09, 4.16, -0.00, 0.07, 0.08, 3.83, 0.00, 0.00, 0.70, 0.11, 0.63, 3.79, 1.54, 0.09, 2.2488, 2.2835, -0.0000, nan, 0.0000, 0.4324, 14.0881, 0.7846, 0
303.7560, 0.09, 4.22, 0.10, 4.19, -0.00, 0.07, 0.08, 3.88, 0.00, 0.00, 0.68, 0.05, 0.64, 3.80, 1.57, 0.07, 2.2654, 2.3351, -0.0000, nan, 0.0000, 0.2065, 14.1368, 0.6586, 0
306.5180, 0.09, 4.21, 0.09, 4.20, -0.00, 0.07, 0.08, 3.90, 0.00, 0.00, 0.69, 0.06, 0.63, 3.80, 1.60, 0.04, 2.2564, 2.3238, -0.0000, nan, 0.0000, 0.2563, 14.1264, 0.3998, 0
309.2800, 0.09, 4.23, 0.09, 4.15, -0.00, 0.09, 0.08, 3.90, 0.00, 0.03, 0.68, 0.07, 0.63, 3.77, 1.62, 0.04, 2.2930, 2.2688, -0.0000, nan, 0.0008, 0.2610, 14.0308, 0.3390, 0
312.0420, 0.09, 4.18, 0.09, 4.14, -0.00, 0.07, 0.08, 3.92, 0.01, 0.01, 0.69, 0.04, 0.63, 3.77, 1.65, 0.01, 2.2258, 2.2792, -0.0000, nan, 0.0002, 0.1676, 14.0069, 0.0848, 0
314.8040, 0.09, 4.22, 0.09, 4.13, -0.00, 0.07, 0.08, 3.86, 0.00, 0.00, 0.72, 0.01, 0.63, 3.77, 1.68, 0.03, 2.2604, 2.2577, -0.0000, nan, 0.0000, 0.0419, 14.0009, 0.2688, 0
317.5660, 0.09, 4.21, 0.09, 4.16, -0.00, 0.07, 0.08, 3.86, 0.00, 0.03, 0.74, 0.03, 0.63, 3.79, 1.66, 0.06, 2.2309, 2.2170, -0.0000, nan, 0.0000, 0.1206, 14.0922, 0.5531, 0
320.3270, 0.09, 4.20, 0.09, 4.14, -0.00, 0.07, 0.08, 3.84, 0.00, 0.06, 0.77, 0.01, 0.63, 3.77, 1.68, 0.01, 2.2726, 2.2421, -0.0000, nan, 0.0008, 0.0302, 14.0222, 0.1383, 0
323.0900, 0.09, 4.15, 0.09, 4.13, -0.00, 0.09, 0.08, 3.86, 0.00, 0.01, 0.80, 0.03, 0.63, 3.79, 1.70, 0.00, 2.2075, 2.2241, -0.0000, nan, 0.0002, 0.1255, 14.0976, 0.0346, 0
325.8520, 0.09, 4.19, 0.09, 4.16, -0.00, 0.05, 0.08, 3.82, 0.00, 0.00, 0.78, 0.08, 0.63, 3.77, 1.73, 0.00, 2.3162, 2.2086, -0.0000, nan, 0.0000, 0.3736, 14.0236, 0.0086, 0
328.6140, 0.09, 4.20, 0.09, 4.11, -0.00, 0.04, 0.08, 3.83, 0.00, 0.00, 0.76, 0.12, 0.63, 3.74, 1.72, 0.03, 2.2199, 2.1784, -0.0000, nan, 0.0000, 0.5340, 13.9122, 0.2537, 0
331.3760, 0.09, 4.17, 0.09, 4.10, -0.00, 0.08, 0.08, 3.88, 0.00, 0.00, 0.75, 0.08, 0.63, 3.79, 1.69, 0.01, 2.2315, 2.1942, -0.0000, nan, 0.0000, 0.3538, 14.0701, 0.0634, 0
334.1380, 0.09, 4.12, 0.09, 4.10, -0.00, 0.05, 0.08, 3.87, 0.00, 0.03, 0.75, 0.05, 0.63, 3.80, 1.71, 0.00, 2.2075, 2.2475, -0.0000, nan, 0.0008, 0.1986, 14.1097, 0.0159, 0
336.9000, 0.09, 4.18, 0.09, 4.13, -0.00, 0.06, 0.08, 3.89, 0.01, 0.03, 0.73, 0.09, 0.63, 3.80, 1.69, 0.05, 2.2175, 2.2013, -0.0000, nan, 0.0010, 0.3684, 14.1195, 0.4977, 0
339.6610, 0.09, 4.22, 0.09, 4.11, -0.00, 0.02, 0.08, 3.85, 0.01, 0.01, 0.73, 0.05, 0.63, 3.77, 1.71, 0.01, 2.2576, 2.1765, -0.0000, nan, 0.0002, 0.1984, 14.0291, 0.1244, 0
342.4230, 0.09, 4.20, 0.09, 4.13, -0.00, 0.03, 0.08, 3.89, 0.00, -0.02, 0.75, 0.04, 0.63, 3.74, 1.69, 0.03, 2.2552, 2.2078, -0.0000, nan, 0.0001, 0.1597, 13.9135, 0.2780, 0
345.1850, 0.09, 4.13, 0.09, 4.08, -0.00, 0.08, 0.08, 3.90, 0.00, 0.02, 0.77, 0.06, 0.63, 3.74, 1.71, 0.01, 2.2618, 2.1651, -0.0000, nan, 0.0008, 0.2681, 13.8847, 0.0695, 0
347.9470, 0.09, 4.13, 0.09, 4.07, -0.00, 0.05, 0.08, 3.85, 0.00, 0.00, 0.80, 0.06, 0.63, 3.73, 1.69, 0.03, 2.2531, 2.1544, -0.0000, nan, 0.0002, 0.3029, 13.8775, 0.2650, 0
350.7090, 0.09, 4.16, 0.09, 4.12, -0.00, 0.09, 0.08, 3.89, 0.00, 0.00, 0.78, 0.04, 0.63, 3.73, 1.71, 0.01, 2.2158, 2.1781, -0.0000, nan, 0.0000, 0.1898, 13.8757, 0.0663, 0
353.4710, 0.09, 4.16, 0.09, 4.08, -0.00, 0.10, 0.08, 3.82, 0.00, 0.03, 0.80, 0.11, 0.63, 3.78, 1.69, 0.00, 2.2566, 2.2052, -0.0000, nan, 0.0008, 0.5193, 14.0610, 0.0166, 0
356.2330, 0.09, 4.14, 0.09, 4.07, -0.00, 0.12, 0.08, 3.86, 0.01, 0.01, 0.80, 0.05, 0.63, 3.80, 1.71, 0.05, 2.2520, 2.2119, -0.0000, nan, 0.0002, 0.2478, 14.1073, 0.5065, 0
358.9950, 0.09, 4.14, 0.09, 4.07, -0.00, 0.08, 0.08, 3.86, 0.01, 0.00, 0.82, 0.11, 0.63, 3.80, 1.73, 0.01, 2.2515, 2.1660, -0.0000, nan, 0.0000, 0.5494, 14.1190, 0.1266, 0
361.7560, 0.09, 4.11, 0.09, 4.12, -0.00, 0.05, 0.08, 3.84, 0.01, 0.03, 0.83, 0.08, 0.63, 3.80, 1.72, 0.03, 2.1890, 2.1811, -0.0000, nan, 0.0008, 0.3811, 14.1219, 0.2824, 0
364.5190, 0.09, 4.18, 0.09, 4.10, -0.00, 0.04, 0.08, 3.84, 0.00, 0.01, 0.85, 0.07, 0.63, 3.75, 1.69, 0.01, 2.2622, 2.1715, -0.0000, nan, 0.0002, 0.3476, 13.9367, 0.0706, 0
367.2810, 0.09, 4.14, 0.09, 4.08, -0.00, 0.03, 0.08, 3.86, 0.00, 0.00, 0.84, 0.07, 0.63, 3.74, 1.71, 0.00, 2.2534, 2.2036, -0.0000, nan, 0.0000, 0.3307, 13.8905, 0.0177, 0
370.0430, 0.09, 4.16, 0.09, 4.04, -0.00, 0.01, 0.08, 3.86, 0.00, 0.00, 0.81, 0.07, 0.64, 3.76, 1.73, 0.05, 2.2160, 2.1507, -0.0000, nan, 0.0000, 0.3186, 13.9938, 0.5138, 0
372.8040, 0.09, 4.14, 0.09, 4.06, -0.00, 0.00, 0.08, 3.82, 0.00, 0.00, 0.83, 0.07, 0.63, 3.76, 1.76, 0.01, 2.1934, 2.1749, -0.0000, nan, 0.0000, 0.3234, 13.9977, 0.1284, 0
375.5660, 0.09, 4.16, 0.09, 4.09, -0.00, 0.05, 0.08, 3.80, 0.00, 0.00, 0.81, 0.09, 0.63, 3.74, 1.75, 0.00, 2.2259, 2.1700, -0.0000, nan, 0.0000, 0.4348, 13.9057, 0.0321, 0
378.3280, 0.09, 4.14, 0.09, 4.10, -0.00, 0.04, 0.08, 3.85, 0.00, 0.00, 0.81, 0.07, 0.63, 3.79, 1.76, 0.00, 2.2201, 2.1688, -0.0000, nan, 0.0000, 0.3446, 14.0686, 0.0080, 0
381.0890, 0.09, 4.16, 0.09, 4.05, -0.00, 0.08, 0.08, 3.89, 0.00, 0.00, 0.81, 0.12, 0.63, 3.77, 1.79, 0.00, 2.2319, 2.1655, -0.0000, nan, 0.0000, 0.5588, 14.0164, 0.0020, 0
383.8510, 0.09, 4.17, 0.09, 4.06, -0.00, 0.07, 0.08, 3.87, 0.00, 0.03, 0.81, 0.13, 0.63, 3.74, 1.81, 0.00, 2.2356, 2.1545, -0.0000, nan, 0.0008, 0.6116, 13.9105, 0.0005, 0
386.6130, 0.09, 4.14, 0.09, 4.07, -0.00, 0.09, 0.08, 3.87, 0.00, 0.01, 0.81, 0.11, 0.63, 3.76, 1.80, 0.03, 2.1983, 2.1517, -0.0000, nan, 0.0002, 0.5068, 13.9769, 0.2626, 0
389.3750, 0.09, 4.14, 0.09, 4.07, -0.00, 0.05, 0.08, 3.87, 0.00, 0.00, 0.81, 0.05, 0.63, 3.77, 1.77, 0.03, 2.1889, 2.1509, -0.0000, nan, 0.0000, 0.2447, 13.9935, 0.3243, 0
392.1370, 0.09, 4.16, 0.09, 4.07, -0.00, 0.06, 0.08, 3.84, 0.00, 0.05, 0.79, 0.04, 0.63, 3.74, 1.75, 0.03, 2.2490, 2.1508, -0.0000, nan, 0.0016, 0.1752, 13.9047, 0.3358, 0
394.8990, 0.09, 4.16, 0.09, 4.07, -0.00, 0.07, 0.08, 3.84, 0.00, 0.01, 0.80, 0.06, 0.63, 3.76, 1.76, 0.03, 2.2391, 2.1508, -0.0000, nan, 0.0004, 0.2797, 13.9753, 0.3425, 0
397.6610, 0.09, 4.14, 0.09, 4.07, -0.00, 0.07, 0.08, 3.81, 0.00, 0.00, 0.82, 0.04, 0.63, 3.79, 1.75, 0.01, 2.2232, 2.1507, -0.0000, nan, 0.0001, 0.1918, 14.0860, 0.0856, 0
400.4230, 0.09, 4.16, 0.09, 4.02, -0.00, 0.09, 0.08, 3.83, 0.01, 0.00, 0.85, 0.08, 0.63, 3.82, 1.72, 0.03, 2.2326, 2.1478, -0.0000, nan, 0.0000, 0.4253, 14.2065, 0.2722, 0
403.1850, 0.09, 4.14, 0.09, 4.05, -0.00, 0.07, 0.08, 3.86, 0.01, 0.00, 0.88, 0.05, 0.63, 3.76, 1.73, 0.03, 2.2217, 2.1500, -0.0000, nan, 0.0000, 0.2360, 13.9578, 0.3227, 0
405.9470, 0.09, 4.19, 0.09, 4.01, -0.00, 0.09, 0.08, 3.86, 0.00, 0.00, 0.86, 0.11, 0.63, 3.76, 1.76, 0.01, 2.2211, 2.1240, -0.0000, nan, 0.0000, 0.5621, 13.9887, 0.0807, 0
408.7090, 0.09, 4.15, 0.09, 4.03, -0.00, 0.12, 0.08, 3.84, 0.00, 0.00, 0.86, 0.08, 0.63, 3.77, 1.75, 0.03, 2.2180, 2.1309, -0.0000, nan, 0.0000, 0.3921, 13.9964, 0.2749, 0
411.4710, 0.09, 4.11, 0.09, 4.06, -0.00, 0.06, 0.08, 3.86, 0.00, 0.00, 0.88, 0.07, 0.63, 3.77, 1.76, 0.03, 2.1807, 2.1700, -0.0000, nan, 0.0000, 0.3574, 13.9983, 0.3281, 0
414.2320, 0.09, 4.13, 0.09, 4.01, -0.00, 0.04, 0.08, 3.92, 0.01, 0.00, 0.90, 0.04, 0.63, 3.74, 1.79, 0.01, 2.1846, 2.1291, -0.0000, nan, 0.0000, 0.2222, 13.9059, 0.0820, 0
416.9940, 0.09, 4.16, 0.09, 4.08, -0.00, 0.03, 0.08, 3.88, 0.00, 0.03, 0.93, 0.09, 0.63, 3.79, 1.81, 0.05, 2.1988, 2.1586, -0.0000, nan, 0.0000, 0.4680, 14.0687, 0.5541, 0
419.7560, 0.09, 4.14, 0.09, 4.07, -0.00, 0.06, 0.08, 3.87, 0.01, 0.03, 0.94, 0.07, 0.63, 3.77, 1.84, 0.01, 2.2374, 2.1527, -0.0000, nan, 0.0008, 0.3920, 14.0163, 0.1385, 0
422.5170, 0.09, 4.11, 0.09, 4.02, -0.00, 0.06, 0.08, 3.87, 0.00, 0.01, 0.94, 0.02, 0.63, 3.74, 1.82, 0.03, 2.1854, 2.1248, -0.0000, nan, 0.0002, 0.0980, 13.9104, 0.3010, 0
425.2800, 0.09, 4.10, 0.09, 4.05, -0.00, 0.07, 0.08, 3.87, 0.00, 0.03, 0.96, 0.05, 0.63, 3.74, 1.84, 0.03, 2.1967, 2.1443, -0.0000, nan, 0.0008, 0.3073, 13.8839, 0.3456, 0
